collision_id,crash_datetime,borough,zip_code,latitude,longitude,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_two-wheel_veh,number_of_normal_veh,number_of_large_veh,number_of_unknown_veh,total_number_of_vehicles,contributing_factors
3663917,2017-05-05 17:00:00,QUEENS,11434,40.65616,-73.76736,BREWER BOULEVARD,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Oversized Vehicle' 'Unspecified']
3662998,2017-05-04 08:35:00,,,40.718254,-73.88815,69 PLACE,,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Traffic Control Disregarded' 'Unspecified']
3662923,2017-05-03 16:15:00,BRONX,10462,40.84772,-73.86704,,,1907      WHITE PLAINS ROAD,1,0,0,0,0,0,1,0,0,0,0,2,2,['Other Vehicular' 'Aggressive Driving/Road Rage' 'Unspecified']
3653447,2017-04-19 08:00:00,,,40.76732,-73.92231,30 STREET,30 AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Following Too Closely' 'Unspecified']
3660747,2017-04-25 15:00:00,MANHATTAN,10012,40.72235,-73.99327,BOWERY,PRINCE STREET,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Failure to Yield Right-of-Way' 'Unspecified']
3652225,2017-04-16 09:30:00,BROOKLYN,11229,40.5983,-73.94149,AVENUE V,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3663795,2017-05-05 07:00:00,MANHATTAN,10033,40.85206,-73.934784,WEST 184 STREET,BROADWAY,,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3657640,2017-04-25 11:29:00,,,,,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unsafe Lane Changing']
3652435,2017-04-17 11:00:00,,,,,,,VERMONT PLACE,0,0,0,0,0,0,0,0,0,1,0,0,1,['Driver Inattention/Distraction' 'Unspecified']
3666570,2017-05-09 08:00:00,,,40.788788,-73.78443,CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Failure to Yield Right-of-Way' 'Unspecified']
3663266,2017-05-04 05:15:00,,,40.73632,-73.85631,LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3661105,2017-05-01 15:35:00,MANHATTAN,10031,40.822643,-73.953224,BROADWAY,WEST 139 STREET,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unspecified']
3662750,2017-05-03 16:30:00,BROOKLYN,11238,40.674664,-73.97025,,,10        GRAND ARMY PLAZA,0,0,0,0,0,0,0,0,0,1,0,1,2,['Turning Improperly' 'Unspecified']
3651208,2017-04-14 16:35:00,BROOKLYN,11223,40.609985,-73.96239,AVENUE P,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3657637,2017-04-25 17:08:00,BRONX,10467,40.8678,-73.86251,ARNOW AVENUE,MATTHEWS AVENUE,,4,0,0,0,0,0,4,0,0,2,0,0,2,['Traffic Control Disregarded' 'Unspecified']
3652576,2017-04-15 18:25:00,,,40.76588,-73.99464,11 AVENUE,,,1,0,0,0,0,0,1,0,0,2,0,0,2,['Unsafe Speed' 'Unspecified']
3948226,2018-07-23 10:30:00,,,,,HARLEM RIVER DRIVE,,,1,0,0,0,0,0,1,0,0,2,0,0,2,['Unspecified']
3849177,2018-02-17 18:50:00,,,40.75837,-201.23706,QUEENSBORO BRIDGE UPPER ROADWAY,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3656318,2017-04-24 08:30:00,QUEENS,11369,40.76197,-73.86917,,,100-09    ASTORIA BOULEVARD,0,0,0,0,0,0,0,0,0,1,1,0,2,['Passing or Lane Usage Improper' 'Unspecified']
3664715,2017-05-06 17:35:00,,,40.845024,-73.92632,CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unsafe Lane Changing' 'Unspecified']
3656990,2017-04-24 19:50:00,MANHATTAN,10007,40.713135,-74.00407,CENTRE STREET,CHAMBERS STREET,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Unsafe Lane Changing' 'Unspecified']
3668192,2017-05-10 07:45:00,QUEENS,11369,40.758694,-73.87345,32 AVENUE,95 STREET,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Unspecified']
3666251,2017-05-06 17:30:00,MANHATTAN,10033,40.848736,-73.93234,AUDUBON AVENUE,WEST 181 STREET,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inexperience' 'Unspecified']
3657954,2017-04-26 13:30:00,QUEENS,11423,40.7074,-73.771614,,,102-27    186 STREET,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3665654,2017-05-05 16:10:00,MANHATTAN,10026,40.798126,-73.94832,WEST 112 STREET,5 AVENUE,,1,0,1,0,0,0,0,0,0,1,0,0,1,['Driver Inattention/Distraction']
3665199,2017-05-06 11:56:00,MANHATTAN,10018,40.75469,-73.993484,,,349       WEST 37 STREET,0,0,0,0,0,0,0,0,0,1,1,0,2,['Driver Inattention/Distraction' 'Unspecified']
3662704,2017-05-03 08:40:00,QUEENS,11365,40.73811,-73.78942,184 STREET,64 AVENUE,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Following Too Closely' 'Unspecified']
3655414,2017-04-21 09:00:00,,,40.757393,-73.93547,24 STREET,,,2,0,0,0,0,0,2,0,0,2,0,0,2,['Failure to Yield Right-of-Way' 'Unspecified']
3661510,2017-05-02 09:25:00,,,,,MATTHEWSON ROAD,RICHMAN PLAZA,,0,0,0,0,0,0,0,0,0,0,2,0,2,['Unspecified']
3664315,2017-05-06 12:27:00,QUEENS,11429,40.70768,-73.74512,110 AVENUE,212 STREET,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Unspecified']
3665829,2017-05-08 09:00:00,QUEENS,11370,40.773808,-73.8929,19 AVENUE,HAZEN STREET,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Driver Inattention/Distraction' 'Unspecified']
3659470,2017-04-28 17:45:00,QUEENS,11421,40.69283,-73.85468,90 STREET,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,0,3,0,1,4,['Unspecified']
3654304,2017-04-19 04:15:00,,,,,BELT PARKWAY,,,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3662015,2017-05-02 10:00:00,BROOKLYN,11209,40.62214,-74.02567,85 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Failure to Yield Right-of-Way' 'Unspecified']
3664010,2017-05-06 00:35:00,BRONX,10465,40.826797,-73.82237,EAST TREMONT AVENUE,DILL PLACE,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Unsafe Lane Changing' 'Unspecified']
3662273,2017-05-02 14:45:00,,,40.675827,-73.817276,ROCKAWAY BOULEVARD,121 STREET,,1,0,1,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3658945,2017-04-28 07:45:00,,,40.713596,-73.85964,WOODHAVEN BOULEVARD,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Passing Too Closely' 'Unspecified']
3654666,2017-04-20 13:20:00,MANHATTAN,10025,40.79335,-73.97275,BROADWAY,WEST 94 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3651150,2017-04-15 04:30:00,BROOKLYN,11208,40.67415,-73.88068,,,2481      PITKIN AVENUE,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3657807,2017-04-25 07:00:00,QUEENS,11101,40.740364,-73.94956,,,21-10     BORDEN AVENUE,0,0,0,0,0,0,0,0,0,1,0,1,2,['Oversized Vehicle' 'Following Too Closely']
3659461,2017-04-28 01:00:00,MANHATTAN,10012,40.72495,-73.99492,EAST HOUSTON STREET,MULBERRY STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3660664,2017-04-30 19:07:00,QUEENS,11421,40.690098,-73.86113,,,80-66     88 AVENUE,0,0,0,0,0,0,0,0,0,0,0,1,1,['Driver Inattention/Distraction' 'Unspecified']
3656764,2017-04-23 21:40:00,,,40.84921,-73.90011,WEBSTER AVENUE,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Passing or Lane Usage Improper' 'Unspecified']
3660763,2017-04-28 13:30:00,MANHATTAN,10001,40.74959,-74.00279,WEST 26 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Backing Unsafely' 'Unspecified']
3661651,2017-05-01 16:30:00,,,,,MYRTLE AVENUE,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3665488,2017-05-07 14:20:00,BROOKLYN,11236,40.638363,-73.900116,EAST 93 STREET,AVENUE K,,1,0,0,0,0,0,1,0,0,2,0,0,2,['Aggressive Driving/Road Rage' 'Unspecified']
3660817,2017-05-01 09:10:00,BRONX,10458,40.85681,-73.89818,VALENTINE AVENUE,EAST 183 STREET,,1,0,0,0,0,0,1,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3664081,2017-05-05 11:35:00,BRONX,10468,,,EAST BEDFORD PARK BOULEVARD,JEROME AVENUE,,1,0,1,0,0,0,0,0,0,1,0,0,1,['Failure to Yield Right-of-Way']
3653790,2017-04-19 14:50:00,,,40.71153,-73.95504,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,0,0,1,1,2,['Following Too Closely' 'Unspecified']
3652710,2017-04-16 16:45:00,BROOKLYN,11234,40.588852,-73.89942,,,3260      FLATBUSH AVENUE,0,0,0,0,0,0,0,0,1,1,0,0,2,['Failure to Yield Right-of-Way' 'Unspecified']
3658486,2017-04-27 10:15:00,BROOKLYN,11205,40.693516,-73.96499,RYERSON STREET,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,0,1,0,2,3,['Other Vehicular' 'Unspecified']
3652041,2017-04-15 14:00:00,BROOKLYN,11235,40.594387,-73.93543,,,3061      AVENUE X,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction']
3653500,2017-04-18 10:45:00,STATEN ISLAND,10312,40.533882,-74.16231,WOODS OF ARDEN ROAD,SHIRLEY AVENUE,,1,0,0,0,0,0,1,0,0,0,0,2,2,['Traffic Control Disregarded' 'Unspecified']
3659163,2017-04-28 15:20:00,,,40.86913,-73.89582,PARKVIEW TERRACE,,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Backing Unsafely' 'Unspecified']
3656496,2017-04-23 20:45:00,,,40.669476,-73.919975,HOWARD AVENUE,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Other Vehicular']
3664269,2017-05-06 10:53:00,MANHATTAN,10019,40.761192,-73.98549,,,252       WEST 49 STREET,0,0,0,0,0,0,0,0,0,0,2,0,2,['Aggressive Driving/Road Rage' 'Unspecified']
3662041,2017-05-02 16:51:00,STATEN ISLAND,10308,40.551563,-74.1453,AMBOY ROAD,GREAT KILLS ROAD,,2,0,0,0,0,0,2,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3652638,2017-04-17 18:22:00,,,40.772415,-73.97874,TRANSVERSE ROAD NUMBER ONE,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3663890,2017-05-03 12:00:00,,,40.594616,-73.99743,BELT PARKWAY,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inexperience' 'Unspecified']
3656535,2017-04-22 00:45:00,,,40.8746,-73.9097,BROADWAY,WEST 225 STREET,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Unspecified']
3652778,2017-04-17 09:30:00,,,40.70731,-73.764626,104 AVENUE,,,0,0,0,0,0,0,0,0,0,1,0,0,1,['Driver Inattention/Distraction' 'Unspecified']
3661721,2017-05-02 18:00:00,QUEENS,11375,40.721676,-73.835976,GRAND CENTRAL PARKWAY,72 ROAD,,0,0,0,0,0,0,0,0,0,3,0,1,4,['Following Too Closely' 'Unspecified']
3660324,2017-04-27 18:00:00,STATEN ISLAND,10309,40.542965,-74.21845,BLOOMINGDALE ROAD,MASON BOULEVARD,,1,0,0,0,0,0,1,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Failure to Yield Right-of-Way']
3660992,2017-04-28 23:45:00,MANHATTAN,10034,40.864697,-73.91965,,,135       POST AVENUE,0,0,0,0,0,0,0,0,0,2,0,0,2,['Passing Too Closely' 'Unspecified']
3657349,2017-04-25 11:00:00,,,40.87584,-73.90314,WEST 230 STREET,,,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3659715,2017-04-29 15:24:00,,,40.77491,-73.92821,14 STREET,26 AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Backing Unsafely' 'Unspecified']
3663691,2017-05-04 14:33:00,MANHATTAN,10017,40.756607,-73.97651,EAST 48 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Other Vehicular' 'Following Too Closely']
3655952,2017-04-22 09:35:00,BROOKLYN,11216,40.683746,-73.952446,,,218       PUTNAM AVENUE,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3659373,2017-04-28 10:30:00,,,40.830257,-73.914856,COLLEGE AVENUE,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inexperience' 'Unspecified']
3656100,2017-04-23 20:30:00,BRONX,10455,40.817574,-73.90359,UNION AVENUE,EAST 156 STREET,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Unspecified']
3748954,2017-09-12 07:55:00,QUEENS,11354,,,NORTHERN BOULEVARD,PRINCE STREET,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Other Vehicular' 'Unspecified']
4252600,2019-12-04 20:18:00,,,,,metropolitian avenue,55 street,,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3664700,2017-05-04 07:59:00,BROOKLYN,11230,40.63524,-73.967636,18 AVENUE,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Passing or Lane Usage Improper' 'Driver Inattention/Distraction']
3665646,2017-05-07 17:35:00,STATEN ISLAND,10305,40.589035,-74.08988,HYLAN BOULEVARD,DELAWARE AVENUE,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Unsafe Lane Changing' 'Unspecified']
3665329,2017-05-05 08:30:00,,,40.73696,-73.98451,EAST 20 STREET,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Passing or Lane Usage Improper' 'Pavement Slippery']
3666418,2017-05-07 09:35:00,BRONX,10468,,,WEBB AVENUE,FORDHAM HILL OVAL,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unspecified']
3656784,2017-04-24 14:45:00,,,40.756725,-73.96,FDR DRIVE,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction']
3666565,2017-05-06 15:30:00,,,40.671898,-73.92231,RALPH AVENUE,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3656184,2017-04-21 21:00:00,,,40.770313,-73.99141,11 AVENUE,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Passing or Lane Usage Improper' 'Unspecified']
3660665,2017-04-30 19:40:00,QUEENS,11419,40.695858,-73.81891,130 STREET,ATLANTIC AVENUE,,1,0,0,0,0,0,1,0,0,1,0,1,2,['Traffic Control Disregarded' 'Unspecified']
3652528,2017-04-16 14:00:00,,,40.740078,-73.89969,BROOKLYN QUEENS EXPRESSWAY,,,5,0,0,0,0,0,5,0,0,2,0,0,2,['Following Too Closely' 'Unspecified']
3654928,2017-04-21 15:10:00,BRONX,10463,40.878983,-73.90609,,,3058      GODWIN TERRACE,2,0,0,0,0,0,2,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3665401,2017-05-04 21:00:00,MANHATTAN,10003,40.732983,-73.99118,,,815       BROADWAY,1,0,0,0,1,0,0,0,2,0,0,0,2,['Failure to Yield Right-of-Way' 'Unspecified']
3664452,2017-05-03 00:00:00,BROOKLYN,11213,40.668854,-73.92555,,,291       BUFFALO AVENUE,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3666764,2017-05-09 16:20:00,QUEENS,11372,40.756084,-73.880486,,,87-09     NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3668178,2017-05-02 00:10:00,MANHATTAN,10031,40.83054,-73.946526,,,584       WEST 152 STREET,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3663661,2017-05-04 17:30:00,BRONX,10471,40.905178,-73.904625,,,5644      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,0,0,0,2,2,['Unspecified']
3654672,2017-04-21 08:23:00,BROOKLYN,11222,40.73046,-73.9515,GREENPOINT AVENUE,MC GUINNESS BOULEVARD,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Unspecified']
3666419,2017-05-07 11:50:00,BRONX,10468,40.862717,-73.9023,WEST FORDHAM ROAD,DAVIDSON AVENUE,,1,0,0,0,0,0,1,0,0,2,0,0,2,['Turning Improperly' 'Unspecified']
3660562,2017-04-30 08:06:00,STATEN ISLAND,10304,40.632725,-74.079155,,,207       SAINT PAULS AVENUE,0,0,0,0,0,0,0,0,0,0,1,0,1,['Unspecified']
3677331,2017-05-08 16:08:00,,,40.713135,-73.87528,METROPOLITAN AVENUE,,,1,0,0,0,1,0,0,0,1,0,0,1,2,['Failure to Yield Right-of-Way' 'Unspecified']
3651131,2017-04-15 01:08:00,BRONX,10457,40.848927,-73.88816,EAST 181 STREET,CROTONA AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Failure to Yield Right-of-Way']
3656950,2017-04-24 17:45:00,QUEENS,11428,40.715145,-73.74935,JAMAICA AVENUE,211 STREET,,1,0,0,0,0,0,1,0,0,2,0,0,2,['Following Too Closely' 'Unspecified']
3657600,2017-04-25 09:15:00,,,40.712498,-73.97776,FDR DRIVE,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Following Too Closely' 'Unspecified']
3654376,2017-04-19 21:44:00,,,40.706657,-74.015915,WEST STREET,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Passing Too Closely' 'Unspecified']
3654954,2017-04-21 09:15:00,BROOKLYN,11212,40.670616,-73.911934,,,45        CHESTER STREET,0,0,0,0,0,0,0,0,0,2,0,0,2,['Turning Improperly' 'Unspecified']
3651285,2017-04-15 08:00:00,,,,,QUEENSBORO BRIDGE UPPER ROADWAY,,,0,0,0,0,0,0,0,0,0,1,0,0,1,['Aggressive Driving/Road Rage' 'Unspecified']
3652290,2017-04-15 14:45:00,,,40.609642,-73.89738,BELT PARKWAY,,,1,0,0,0,0,0,1,0,0,1,0,1,2,['Following Too Closely' 'Unspecified']
4352274,2020-09-28 00:12:00,,,,,MURDOCK AVENUE,,,1,0,0,0,0,0,1,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3666212,2017-05-09 13:15:00,,,40.76471,-73.830696,LINDEN PLACE,,,1,0,0,0,0,0,1,0,0,2,0,0,2,['Following Too Closely' 'Unspecified']
3665439,2017-05-04 14:40:00,,,40.786785,-73.80971,CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Following Too Closely' 'Unspecified']
3661978,2017-05-03 03:00:00,QUEENS,11418,40.699524,-73.83067,,,87-50     LEFFERTS BOULEVARD,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3664353,2017-05-04 06:50:00,,,,,EAST FORDHAM ROAD,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Failure to Yield Right-of-Way' 'Unspecified']
3656938,2017-04-20 19:18:00,BROOKLYN,11230,40.624783,-73.96493,,,1114      AVENUE J,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3658452,2017-04-26 08:56:00,BRONX,10472,40.82864,-73.85344,OLMSTEAD AVENUE,BLACKROCK AVENUE,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Traffic Control Disregarded' 'Unspecified']
3658857,2017-04-26 16:30:00,BROOKLYN,11210,40.619186,-73.9493,AVENUE M,EAST 26 STREET,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Failure to Yield Right-of-Way' 'Unspecified']
3656763,2017-04-24 13:10:00,,,40.710976,-73.97962,FDR DRIVE,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Traffic Control Disregarded' 'Unspecified']
3654189,2017-04-17 17:30:00,QUEENS,11379,40.713177,-73.89731,,,62-53     64 STREET,0,0,0,0,0,0,0,0,0,0,0,2,2,['Backing Unsafely' 'Unspecified']
3656009,2017-04-21 16:46:00,STATEN ISLAND,10301,40.623055,-74.11327,CLOVE ROAD,BROADWAY,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction']
3657605,2017-04-22 14:00:00,,,40.714527,-73.97481,WILLIAMSBURG BRIDGE OUTER ROADWA,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unspecified']
3655067,2017-04-21 10:00:00,,,40.625916,-74.13452,,,1351      FOREST AVENUE,0,0,0,0,0,0,0,0,0,2,0,0,2,['Unsafe Speed' 'Unspecified']
3665506,2017-05-07 16:30:00,QUEENS,11379,40.712555,-73.89711,METROPOLITAN AVENUE,64 STREET,,0,0,0,0,0,0,0,0,0,3,1,0,4,['Turning Improperly' 'Unspecified']
3651781,2017-04-16 07:55:00,,,40.750538,-73.940636,QUEENS PLAZA SOUTH,CRESCENT STREET,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction' 'Unspecified']
3656015,2017-04-15 00:33:00,MANHATTAN,10006,40.710114,-74.012665,GREENWICH STREET,LIBERTY STREET,,0,0,0,0,0,0,0,0,0,1,0,0,1,['View Obstructed/Limited']
3651592,2017-04-16 13:59:00,,,40.71552,-74.00925,WEST BROADWAY,,,0,0,0,0,0,0,0,0,0,0,1,1,2,['Passing Too Closely' 'Unspecified']
3662209,2017-05-01 17:30:00,BROOKLYN,11205,40.694687,-73.95521,SPENCER STREET,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,0,0,2,0,2,['Driver Inattention/Distraction' 'Unspecified']
3656103,2017-04-22 14:30:00,BROOKLYN,11234,40.62877,-73.91825,RALPH AVENUE,AVENUE J,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Backing Unsafely' 'Unspecified']
3661596,2017-04-30 03:00:00,QUEENS,11420,40.686024,-73.81087,133 STREET,109 AVENUE,,0,0,0,0,0,0,0,0,0,3,0,2,5,['Passing or Lane Usage Improper' 'Unspecified']
3651749,2017-04-16 13:00:00,QUEENS,11360,40.777023,-73.77554,BELL BOULEVARD,28 AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Traffic Control Device Improper/Non-Working']
3663541,2017-04-24 16:30:00,BROOKLYN,11238,40.67553,-73.96319,GRAND AVENUE,PARK PLACE,,0,0,0,0,0,0,0,0,0,1,1,0,2,['Obstruction/Debris' 'Unspecified']
3663617,2017-05-05 09:15:00,,,40.663982,-73.72963,HOOK CREEK BOULEVARD,250 STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Failure to Yield Right-of-Way' 'Unspecified']
3653166,2017-04-17 12:18:00,MANHATTAN,10022,40.760418,-73.97584,WEST 53 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unspecified']
3665464,2017-05-05 19:02:00,MANHATTAN,10011,40.738552,-73.99969,WEST 14 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Passing or Lane Usage Improper' 'Passing Too Closely']
3659787,2017-04-28 19:00:00,BRONX,10452,40.844795,-73.92263,UNIVERSITY AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unspecified']
3660608,2017-04-28 20:45:00,,,40.73599,-73.86551,JUNCTION BOULEVARD,,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Failure to Yield Right-of-Way' 'Unspecified']
3653574,2017-04-19 09:15:00,MANHATTAN,10016,40.74608,-73.974945,EAST 36 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,0,0,0,1,1,['Driver Inattention/Distraction' 'Unspecified']
3657563,2017-04-25 08:08:00,QUEENS,11379,40.720528,-73.87228,PENELOPE AVENUE,82 PLACE,,2,0,2,0,0,0,0,0,0,1,0,0,1,['Failure to Yield Right-of-Way']
3658463,2017-04-27 15:11:00,,,,,NEW ENGLAND THRUWAY,,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unspecified']
3656937,2017-04-25 14:17:00,,,40.686928,-73.98484,ATLANTIC AVENUE,,,1,0,0,0,0,0,1,0,0,2,0,0,2,['Other Vehicular' 'Driver Inattention/Distraction']
3664675,2017-05-06 19:15:00,BRONX,10452,40.8283,-73.92447,GERARD AVENUE,EAST 162 STREET,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction']
3657989,2017-04-26 10:30:00,BROOKLYN,11201,40.689243,-73.98873,SMITH STREET,STATE STREET,,0,0,0,0,0,0,0,0,0,2,0,0,2,['Driver Inattention/Distraction' 'Unspecified']
3665536,2017-05-05 14:00:00,BROOKLYN,11236,40.646313,-73.90772,,,939       EAST 94 STREET,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3653253,2017-04-17 14:20:00,BRONX,10457,40.85379,-73.89123,,,4521      3 AVENUE,0,0,0,0,0,0,0,0,0,0,0,2,2,['View Obstructed/Limited' 'Driver Inattention/Distraction']
3665964,2017-05-08 19:25:00,,,,,EAST 37 STREET,FDR DRIVE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Passing or Lane Usage Improper']
3659182,2017-04-28 15:00:00,BROOKLYN,11238,40.685215,-73.95928,CLASSON AVENUE,GATES AVENUE,,1,0,0,0,1,0,0,0,1,0,0,0,1,['Unspecified']
3651612,2017-04-15 16:00:00,BRONX,10463,40.88243,-73.902306,,,5716      BROADWAY,0,0,0,0,0,0,0,0,0,1,0,1,2,['Unspecified']
3666637,2017-05-09 09:50:00,QUEENS,11101,40.753456,-73.941414,41 AVENUE,22 STREET,,0,0,0,0,0,0,0,0,0,0,0,2,2,['Following Too Closely' 'Unspecified']
3656014,2017-04-23 22:50:00,,,,,ATLANTIC AVENUE,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction']
3662785,2017-04-25 16:00:00,,,40.765224,-73.9317,21 STREET,,,1,0,1,0,0,0,0,0,0,0,1,0,1,['Driver Inattention/Distraction']
3662133,2017-05-02 17:55:00,MANHATTAN,10025,40.791496,-73.97224,WEST 92 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Driver Inattention/Distraction']
3659964,2017-04-30 00:25:00,,,40.702293,-73.79117,MERRICK BOULEVARD,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,0,1,0,1,2,['Fell Asleep' 'Unspecified']
3662711,2017-05-03 00:30:00,QUEENS,11432,40.714798,-73.80756,,,83-45     PARSONS BOULEVARD,0,0,0,0,0,0,0,0,0,1,0,0,1,['Unspecified']
3656357,2017-04-23 07:05:00,,,40.666477,-73.808136,BELT PARKWAY,,,4,0,0,0,0,0,4,0,0,0,0,2,2,['Following Too Closely' 'Unsafe Lane Changing']
