tree_id,created_at,block_id,tree_dbh,stump_diam,is_OnCurb,health,spc_common,steward,guards,sidewalk_damaged,user_type,problems,root_stone,root_grate,root_other,trnk_wire,trnk_light,trnk_other,brnch_ligh,brnch_shoe,brnch_othe,address,zipcode,zip_city,cb_num,borocode,boroname,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,latitude,longitude,is_dead,is_stump
180683,2015-08-27,348711,3,0,1,1.0,red maple,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,108-005 70 AVENUE,11375,Forest Hills,406,4,Queens,29,28,16,QN17,Forest Hills,4073900,40.723091773924274,-73.84421521958048,0,0
200540,2015-09-03,315986,21,0,1,1.0,pin oak,0.0,None,1.0,TreesCount Staff,Stones,1,0,0,0,0,0,0,0,0,147-074 7 AVENUE,11357,Whitestone,407,4,Queens,19,27,11,QN49,Whitestone,4097300,40.79411066708779,-73.81867945834878,0,0
204026,2015-09-05,218365,3,0,1,2.0,honeylocust,1.0,None,1.0,Volunteer,None,0,0,0,0,0,0,0,0,0,390 MORGAN AVENUE,11211,Brooklyn,301,3,Brooklyn,34,50,18,BK90,East Williamsburg,3044900,40.717580740099116,-73.93660770459083,0,0
204337,2015-09-05,217969,10,0,1,2.0,honeylocust,0.0,None,1.0,Volunteer,Stones,1,0,0,0,0,0,0,0,0,1027 GRAND STREET,11211,Brooklyn,301,3,Brooklyn,34,53,18,BK90,East Williamsburg,3044900,40.713537494833226,-73.93445615919741,0,0
189565,2015-08-30,223043,21,0,1,2.0,American linden,0.0,None,1.0,Volunteer,Stones,1,0,0,0,0,0,0,0,0,603 6 STREET,11215,Brooklyn,306,3,Brooklyn,39,44,21,BK37,Park Slope-Gowanus,3016500,40.66677775537875,-73.97597938483258,0,0
190422,2015-08-30,106099,11,0,1,2.0,honeylocust,1.0,Helpful,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,8 COLUMBUS AVENUE,10023,New York,107,1,Manhattan,3,67,27,MN14,Lincoln Square,1014500,40.770045625891846,-73.98494997200308,0,0
190426,2015-08-30,106099,11,0,1,2.0,honeylocust,1.0,Helpful,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,120 WEST 60 STREET,10023,New York,107,1,Manhattan,3,67,27,MN14,Lincoln Square,1014500,40.77020969000546,-73.98533807200513,0,0
208649,2015-09-07,103940,9,0,1,2.0,American linden,0.0,None,0.0,Volunteer,MetalGrates,0,1,0,0,0,0,0,0,0,311 WEST 50 STREET,10019,New York,104,1,Manhattan,3,75,27,MN15,Clinton,1012700,40.7627238542921,-73.98729652382876,0,0
209610,2015-09-08,407443,6,0,1,2.0,honeylocust,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,65 JEROME AVENUE,10305,Staten Island,502,5,Staten Island,50,64,23,SI14,Grasmere-Arrochar-Ft. Wadsworth,5006400,40.596579313729144,-74.07625483097186,0,0
192755,2015-08-31,207508,21,0,0,1.0,London planetree,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,638 AVENUE Z,11223,Brooklyn,313,3,Brooklyn,47,45,23,BK26,Gravesend,3037402,40.58635724735751,-73.96974394191379,0,0
203719,2015-09-05,302371,11,0,1,2.0,London planetree,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,20-025 24 STREET,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4010500,40.78242822973097,-73.91117076849402,0,0
203726,2015-09-05,302371,8,0,1,0.0,London planetree,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,20-055 24 STREET,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4010500,40.78173511421239,-73.91201956608866,0,0
195202,2015-09-01,415896,13,0,1,1.0,London planetree,0.0,None,0.0,TreesCount Staff,Stones,1,0,0,0,0,0,0,0,0,35 FENWAY CIRCLE,10308,Staten Island,503,5,Staten Island,51,62,24,SI54,Great Kills,5014607,40.55710259269471,-74.16267038247524,0,0
189465,2015-08-30,219493,22,0,1,2.0,London planetree,3.0,Harmful,0.0,Volunteer,RootOther,0,0,1,0,0,0,0,0,0,100 WAVERLY AVENUE,11205,Brooklyn,302,3,Brooklyn,35,50,25,BK69,Clinton Hill,3019100,40.69473313907219,-73.96821054029427,0,0
192998,2015-08-31,211160,30,0,1,1.0,London planetree,1.0,None,1.0,Volunteer,"Stones,BranchOther",1,0,0,0,0,0,0,0,1,2126 UNION STREET,11212,Brooklyn,316,3,Brooklyn,41,55,20,BK81,Brownsville,3090000,40.664317398984245,-73.92113023015189,0,0
189834,2015-08-30,219505,12,0,1,2.0,honeylocust,3.0,Helpful,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,449 MYRTLE AVENUE,11205,Brooklyn,302,3,Brooklyn,35,50,25,BK69,Clinton Hill,3019100,40.69331418041053,-73.96760066006317,0,0
204208,2015-09-05,204913,2,0,1,1.0,ginkgo,0.0,None,1.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,8797 25 AVENUE,11214,Brooklyn,311,3,Brooklyn,47,47,23,BK29,Bensonhurst East,3030400,40.593787550585226,-73.99159679617637,0,0
161339,2015-08-20,230864,14,0,1,2.0,honeylocust,0.0,None,1.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,1601 CHURCH AVENUE,11226,Brooklyn,314,3,Brooklyn,40,42,21,BK42,Flatbush,3051200,40.64878769169177,-73.96452446822275,0,0
187311,2015-08-29,342816,14,0,1,1.0,honeylocust,1.0,None,0.0,Volunteer,"TrunkLights,BranchLights",0,0,0,0,1,0,1,0,0,55-026 96 STREET,11373,Elmhurst,404,4,Queens,21,35,13,QN25,Corona,4044302,40.73764622495205,-73.8652999186246,0,0
208201,2015-09-07,219258,10,0,1,2.0,ginkgo,1.0,Helpful,0.0,Volunteer,Stones,1,0,0,0,0,0,0,0,0,206 CARLTON AVENUE,11205,Brooklyn,302,3,Brooklyn,35,57,25,BK68,Fort Greene,3018300,40.69149917038739,-73.97258754060326,0,0
193093,2015-08-31,225564,11,0,1,2.0,honeylocust,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,367 PROSPECT AVENUE,11215,Brooklyn,307,3,Brooklyn,38,44,21,BK37,Park Slope-Gowanus,3014900,40.66123875468547,-73.98588943758692,0,0
193310,2015-08-31,107600,14,0,1,2.0,honeylocust,1.0,Unsure,1.0,Volunteer,"RootOther,TrunkOther,BranchOther",0,0,1,0,0,1,0,0,1,170 EAST 75 STREET,10021,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1012800,40.77217147708009,-73.96045570742453,0,0
199760,2015-09-03,107038,4,0,1,1.0,willow oak,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,2163 BROADWAY,10024,New York,107,1,Manhattan,6,67,29,MN12,Upper West Side,1016300,40.78208719997997,-73.98096427881879,0,0
204325,2015-09-05,415427,9,0,1,2.0,sycamore maple,0.0,None,0.0,Volunteer,BranchOther,0,0,0,0,0,0,0,0,1,301 THOMAS STREET,10306,Staten Island,503,5,Staten Island,50,62,24,SI25,Oakwood-Oakwood Beach,5013800,40.56882124262724,-74.13856340070123,0,0
189700,2015-08-30,223525,2,0,1,2.0,willow oak,3.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,26 8 AVENUE,11217,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3015900,40.67483918746511,-73.97218377293484,0,0
205044,2015-09-05,206800,5,0,1,2.0,Amur maple,0.0,None,0.0,TreesCount Staff,Stones,1,0,0,0,0,0,0,0,0,134 BAY 40 STREET,11214,Brooklyn,311,3,Brooklyn,47,47,22,BK29,Bensonhurst East,3030200,40.594936285011926,-73.98917142531711,0,0
192942,2015-08-31,310298,33,0,1,2.0,London planetree,1.0,Helpful,0.0,TreesCount Staff,"Stones,BranchLights",1,0,0,0,0,0,1,0,0,84-036 127 STREET,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,Kew Gardens,4013800,40.706533516902155,-73.82499154919253,0,0
195265,2015-09-01,227489,19,0,1,2.0,London planetree,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,401 AVENUE O,11230,Brooklyn,312,3,Brooklyn,44,48,22,BK46,Ocean Parkway South,3044000,40.61190461071703,-73.97042747898412,0,0
201555,2015-09-04,102919,9,0,1,2.0,honeylocust,0.0,None,0.0,NYC Parks Staff,None,0,0,0,0,0,0,0,0,0,71 STANTON STREET,10002,New York,103,1,Manhattan,1,65,26,MN27,Chinatown,1003601,40.72180744390711,-73.98982976460587,0,0
208407,2015-09-07,345512,9,0,1,2.0,honeylocust,0.0,None,1.0,Volunteer,"TrunkOther,BranchLights",0,0,0,0,0,1,1,0,0,1817 DE KALB AVENUE,11385,Ridgewood,405,4,Queens,34,37,12,QN20,Ridgewood,4053900,40.708040124340584,-73.91549691023117,0,0
189164,2015-08-30,223133,7,0,1,2.0,honeylocust,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,456 5 AVENUE,11215,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3013900,40.668826466756094,-73.98670281663865,0,0
184375,2015-08-29,505172,3,0,1,2.0,honeylocust,0.0,None,0.0,Volunteer,Stones,1,0,0,0,0,0,0,0,0,2022 LA FONTAINE AVENUE,10457,Bronx,206,2,Bronx,17,86,33,BX17,East Tremont,2037504,40.847947079185445,-73.89338225682316,0,0
187056,2015-08-29,106107,7,0,1,2.0,honeylocust,1.0,Unsure,0.0,NYC Parks Staff,"MetalGrates,TrunkOther",0,1,0,0,0,1,0,0,0,1880 BROADWAY,10023,New York,107,1,Manhattan,6,75,27,MN14,Lincoln Square,1014900,40.77039612675352,-73.98162670448419,0,0
187058,2015-08-29,106107,5,0,1,2.0,honeylocust,1.0,Unsure,0.0,NYC Parks Staff,"MetalGrates,TrunkOther",0,1,0,0,0,1,0,0,0,1 WEST 62 STREET,10023,New York,107,1,Manhattan,6,75,27,MN14,Lincoln Square,1014900,40.77022714718968,-73.98121826363523,0,0
178659,2015-08-26,406774,4,0,1,2.0,honeylocust,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,434 RARITAN AVENUE,10305,Staten Island,502,5,Staten Island,50,64,24,SI36,Old Town-Dongan Hills-South Beach,5007000,40.58810729823054,-74.08667826554655,0,0
190423,2015-08-30,106099,12,0,1,2.0,honeylocust,1.0,Helpful,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,120 WEST 60 STREET,10023,New York,107,1,Manhattan,3,67,27,MN14,Lincoln Square,1014500,40.77008697533186,-73.98504778619343,0,0
190425,2015-08-30,106099,13,0,1,2.0,honeylocust,1.0,Helpful,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,120 WEST 60 STREET,10023,New York,107,1,Manhattan,3,67,27,MN14,Lincoln Square,1014500,40.77018061208424,-73.98526928593986,0,0
204202,2015-09-05,415447,12,0,1,1.0,London planetree,1.0,None,1.0,Volunteer,Stones,1,0,0,0,0,0,0,0,0,328 THOMAS STREET,10306,Staten Island,503,5,Staten Island,50,62,24,SI25,Oakwood-Oakwood Beach,5013800,40.568825166867676,-74.13906214676298,0,0
201494,2015-09-04,406253,24,0,1,2.0,London planetree,0.0,None,1.0,TreesCount Staff,Stones,1,0,0,0,0,0,0,0,0,6 ALLISON PLACE,10306,Staten Island,502,5,Staten Island,50,62,24,SI45,New Dorp-Midland Beach,5012200,40.578074056718314,-74.11474623823968,0,0
208346,2015-09-07,106403,20,0,0,2.0,London planetree,1.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,418 COLUMBUS AVENUE,10024,New York,107,1,Manhattan,6,67,29,MN12,Upper West Side,1016500,40.78258673880227,-73.97484010897847,0,0
181710,2015-08-28,207966,13,0,1,2.0,willow oak,0.0,None,0.0,NYC Parks Staff,None,0,0,0,0,0,0,0,0,0,267 WEST END AVENUE,11235,Brooklyn,315,3,Brooklyn,48,45,22,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3061600,40.575205295811905,-73.95246689847255,0,0
178382,2015-08-26,106001,12,0,1,1.0,London planetree,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,520 EAST 20 STREET,10009,New York,106,1,Manhattan,4,74,27,MN50,Stuyvesant Town-Cooper Village,1006000,40.73371649944506,-73.97705764351917,0,0
193690,2015-09-01,227528,36,0,1,2.0,London planetree,0.0,None,1.0,TreesCount Staff,Stones,1,0,0,0,0,0,0,0,0,6018 24 AVENUE,11230,Brooklyn,312,3,Brooklyn,44,48,17,BK46,Ocean Parkway South,3044000,40.61366258454641,-73.97453013858579,0,0
196089,2015-09-02,310255,29,0,1,2.0,London planetree,0.0,None,1.0,TreesCount Staff,Stones,1,0,0,0,0,0,0,0,0,84-037 124 STREET,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,Kew Gardens,4014000,40.70404651889878,-73.82768034198298,0,0
191988,2015-08-31,102326,6,0,1,2.0,willow oak,1.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,73 WEST HOUSTON STREET,10012,New York,102,1,Manhattan,1,66,26,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1004900,40.726639575307196,-73.99936835831562,0,0
203720,2015-09-05,302371,9,0,1,2.0,London planetree,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,20-025 24 STREET,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4010500,40.78233983248895,-73.91127902288238,0,0
189339,2015-08-30,219520,18,0,0,2.0,London planetree,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,79 HALL STREET,11205,Brooklyn,302,3,Brooklyn,35,50,25,BK69,Clinton Hill,3019100,40.695280682555044,-73.9663797202686,0,0
208230,2015-09-07,106402,13,0,0,1.0,London planetree,1.0,None,0.0,Volunteer,TrunkOther,0,0,0,0,0,1,0,0,0,1 WEST 81 STREET,10024,New York,107,1,Manhattan,6,67,29,MN12,Upper West Side,1016500,40.78218110151048,-73.97238976811065,0,0
204413,2015-09-05,204940,13,0,1,2.0,willow oak,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,2435 HARWAY AVENUE,11214,Brooklyn,311,3,Brooklyn,47,47,23,BK29,Bensonhurst East,3030400,40.59393169321807,-73.99380070218072,0,0
161193,2015-08-20,409065,9,0,1,2.0,willow oak,0.0,None,0.0,Volunteer,TrunkOther,0,0,0,0,0,1,0,0,0,86 BOGOTA STREET,10314,Staten Island,502,5,Staten Island,50,63,24,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthous,5027704,40.5858495229097,-74.14804001171058,0,0
196132,2015-09-02,206122,19,0,1,2.0,London planetree,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,2347 63 STREET,11204,Brooklyn,311,3,Brooklyn,44,48,17,BK29,Bensonhurst East,3043600,40.61293798189811,-73.97671634831147,0,0
196223,2015-09-02,310465,17,0,1,1.0,London planetree,0.0,None,1.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,80-025 126 STREET,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,Kew Gardens,4021600,40.714909971907666,-73.82720922149184,0,0
192888,2015-08-31,210568,32,0,1,1.0,London planetree,0.0,None,0.0,TreesCount Staff,"Stones,BranchLights",1,0,0,0,0,0,1,0,0,3778 BEDFORD AVENUE,11229,Brooklyn,315,3,Brooklyn,48,41,17,BK44,Madison,3054800,40.6100347683596,-73.94863403031965,0,0
192890,2015-08-31,210568,28,0,1,2.0,London planetree,0.0,None,0.0,TreesCount Staff,"Stones,WiresRope",1,0,0,1,0,0,0,0,0,3782 BEDFORD AVENUE,11229,Brooklyn,315,3,Brooklyn,48,41,17,BK44,Madison,3054800,40.60991607577651,-73.94861132582527,0,0
197978,2015-09-02,310798,7,0,1,2.0,pin oak,1.0,Helpful,1.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,160-001 59 AVENUE,11365,Fresh Meadows,407,4,Queens,20,25,16,QN62,Queensboro Hill,4121500,40.74068683597206,-73.80826025712618,0,0
178601,2015-08-26,410841,10,0,1,1.0,pin oak,0.0,None,0.0,TreesCount Staff,BranchLights,0,0,0,0,0,0,1,0,0,229 HALES AVENUE,10312,Staten Island,503,5,Staten Island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5015602,40.53211312776527,-74.15618059801685,0,0
184317,2015-08-29,505563,5,0,1,2.0,pin oak,0.0,None,0.0,Volunteer,Stones,1,0,0,0,0,0,0,0,0,4634 3 AVENUE,10458,Bronx,206,2,Bronx,15,78,33,BX06,Belmont,2038700,40.856774471838726,-73.89097860617149,0,0
184031,2015-08-29,504204,3,0,1,2.0,red maple,1.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,223 EAST 179 STREET,10457,Bronx,205,2,Bronx,15,86,33,BX41,Mount Hope,2023502,40.85091786024071,-73.90356057731171,0,0
200225,2015-09-03,106629,8,0,1,2.0,pin oak,1.0,Harmful,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,565 WEST END AVENUE,10024,New York,107,1,Manhattan,6,67,31,MN12,Upper West Side,1017500,40.78993606612256,-73.97721168704322,0,0
208974,2015-09-08,414958,10,0,1,2.0,red maple,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,227 FINLEY AVENUE,10306,Staten Island,503,5,Staten Island,50,64,24,SI25,Oakwood-Oakwood Beach,5012806,40.5610324289115,-74.1065349443613,0,0
198146,2015-09-02,411699,6,0,1,2.0,red maple,0.0,None,1.0,TreesCount Staff,Stones,1,0,0,0,0,0,0,0,0,189 NIPPON AVENUE,10312,Staten Island,503,5,Staten Island,51,62,24,SI48,Arden Heights,5017009,40.539369387860575,-74.19255286874332,0,0
198121,2015-09-02,104405,8,0,1,1.0,pin oak,0.0,None,1.0,Volunteer,"Stones,BranchOther",1,0,0,0,0,0,0,0,1,100 EAST 31 STREET,10016,New York,105,1,Manhattan,2,75,28,MN20,Murray Hill-Kips Bay,1007200,40.745033994065416,-73.98253014634868,0,0
195252,2015-09-01,102084,5,0,1,2.0,pin oak,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,138 WEST 11 STREET,10011,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007100,40.7359998531807,-73.99985934610353,0,0
204355,2015-09-05,415383,5,0,1,2.0,hedge maple,1.0,Helpful,0.0,NYC Parks Staff,None,0,0,0,0,0,0,0,0,0,89 WEST CEDARVIEW AVENUE,10306,Staten Island,503,5,Staten Island,50,62,24,SI25,Oakwood-Oakwood Beach,5013800,40.56785426360856,-74.13823191471243,0,0
205759,2015-09-06,301278,26,0,1,2.0,pin oak,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,22-048 74 STREET,11370,East Elmhurst,401,4,Queens,22,36,13,QN72,Steinway,4031700,40.76686765057031,-73.89540540519324,0,0
201654,2015-09-04,224121,10,0,1,2.0,pin oak,1.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,299 COLUMBIA STREET,11231,Brooklyn,306,3,Brooklyn,39,52,26,BK33,Carroll Gardens-Columbia Street-Red Hook,3005100,40.6819432732001,-74.00410729319515,0,0
198514,2015-09-02,108318,18,0,1,2.0,pin oak,0.0,None,0.0,Volunteer,Stones,1,0,0,0,0,0,0,0,0,1 MORNINGSIDE DRIVE,10025,New York,109,1,Manhattan,7,69,30,MN09,Morningside Heights,1019701,40.80230108588602,-73.96207980385901,0,0
203334,2015-09-04,340820,11,0,1,1.0,London planetree,0.0,None,0.0,Volunteer,TrunkOther,0,0,0,0,0,1,0,0,0,35-021 79 STREET,11372,Jackson Heights,403,4,Queens,25,39,13,QN28,Jackson Heights,4028500,40.75088939064141,-73.88730078404606,0,0
200628,2015-09-03,315984,25,0,1,2.0,London planetree,0.0,None,1.0,TreesCount Staff,Stones,1,0,0,0,0,0,0,0,0,147-043 8 AVENUE,11357,Whitestone,407,4,Queens,19,27,11,QN49,Whitestone,4097300,40.79313800420383,-73.81946649097343,0,0
186888,2015-08-29,506316,15,0,1,1.0,London planetree,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,249 EAST MOSHOLU PARKWAY NORTH,10467,Bronx,207,2,Bronx,11,80,36,BX43,Norwood,2041900,40.87343705714923,-73.88088626637622,0,0
196373,2015-09-02,103300,13,0,1,2.0,London planetree,1.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,54 ALLEN STREET,10002,New York,103,1,Manhattan,1,65,26,MN27,Chinatown,1001600,40.716805385067346,-73.99157274737178,0,0
209441,2015-09-08,503960,5,0,1,0.0,American elm,0.0,None,0.0,TreesCount Staff,Stones,1,0,0,0,0,0,0,0,0,75 FEATHERBED LANE,10453,Bronx,205,2,Bronx,14,77,29,BX36,University Heights-Morris Heights,2021502,40.846375825268666,-73.91763219387903,0,0
206435,2015-09-06,210654,26,0,1,2.0,sycamore maple,0.0,None,1.0,Volunteer,None,0,0,0,0,0,0,0,0,0,2438 EAST 7 STREET,11235,Brooklyn,315,3,Brooklyn,48,45,22,BK19,Brighton Beach,3037000,40.59078485715291,-73.96280534088122,0,0
196080,2015-09-02,310272,36,0,1,2.0,London planetree,0.0,None,0.0,TreesCount Staff,"Stones,BranchLights",1,0,0,0,0,0,1,0,0,84-006 124 STREET,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,Kew Gardens,4014000,40.704944499331496,-73.82819499212432,0,0
203759,2015-09-05,302373,16,0,1,2.0,London planetree,0.0,None,1.0,Volunteer,None,0,0,0,0,0,0,0,0,0,24-015 21 AVENUE,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4010500,40.78075206758672,-73.91209530143406,0,0
190359,2015-08-30,107635,13,0,1,1.0,London planetree,0.0,None,1.0,Volunteer,"RootOther,TrunkOther,BranchOther",0,0,1,0,0,1,0,0,1,1326 3 AVENUE,10021,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1012800,40.77222448155208,-73.95894425967109,0,0
209909,2015-09-08,504038,2,0,1,2.0,American elm,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,1840 GRAND CONCOURSE,10457,Bronx,205,2,Bronx,15,86,33,BX41,Mount Hope,2023302,40.848106229042735,-73.90688618113626,0,0
180295,2015-08-27,106100,2,0,1,2.0,American elm,1.0,None,0.0,Volunteer,"WiresRope,BranchOther",0,0,0,1,0,0,0,0,1,13 WEST 61 STREET,10023,New York,107,1,Manhattan,3,67,27,MN14,Lincoln Square,1014500,40.77013008975271,-73.9829175035826,0,0
208373,2015-09-07,106403,4,0,1,2.0,London planetree,1.0,Helpful,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,390 COLUMBUS AVENUE,10024,New York,107,1,Manhattan,6,67,29,MN12,Upper West Side,1016500,40.781617201031025,-73.97558535494926,0,0
196205,2015-09-02,206082,22,0,1,2.0,London planetree,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,2348 63 STREET,11204,Brooklyn,311,3,Brooklyn,44,48,17,BK29,Bensonhurst East,3043600,40.612880643288754,-73.97682017943663,0,0
192086,2015-08-31,203718,28,0,1,2.0,London planetree,0.0,None,1.0,TreesCount Staff,Stones,1,0,0,0,0,0,0,0,0,8923 RIDGE BOULEVARD,11209,Brooklyn,310,3,Brooklyn,43,46,22,BK31,Bay Ridge,3005201,40.62140476357093,-74.03492842818125,0,0
203550,2015-09-04,348013,42,0,1,2.0,London planetree,0.0,None,0.0,Volunteer,"Stones,BranchLights",1,0,0,0,0,0,1,0,0,90-008 69 AVENUE,11375,Forest Hills,406,4,Queens,29,28,15,QN17,Forest Hills,4072900,40.71316968515154,-73.85444599003124,0,0
203718,2015-09-05,302371,12,0,1,2.0,London planetree,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,20-015 24 STREET,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4010500,40.78254676160222,-73.9110256109311,0,0
208832,2015-09-08,220174,3,0,1,0.0,London planetree,0.0,None,0.0,Volunteer,"RootOther,BranchOther",0,0,1,0,0,0,0,0,1,237 WILLOUGHBY AVENUE,11205,Brooklyn,302,3,Brooklyn,35,57,25,BK69,Clinton Hill,3019300,40.69227839545721,-73.9614226506213,0,0
193183,2015-08-31,348404,3,0,1,2.0,Amur maple,0.0,None,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,75-009 AUSTIN STREET,11375,Forest Hills,406,4,Queens,29,28,15,QN17,Forest Hills,4076901,40.7170323149707,-73.83829721619878,0,0
203577,2015-09-04,348022,26,0,1,2.0,London planetree,1.0,Unsure,1.0,Volunteer,"Stones,BranchLights",1,0,0,0,0,0,1,0,0,89-003 69 AVENUE,11375,Forest Hills,406,4,Queens,29,28,15,QN17,Forest Hills,4070700,40.7124796096016,-73.85501987714406,0,0
179477,2015-08-27,223106,3,0,1,0.0,London planetree,3.0,Helpful,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,290 7 AVENUE,11215,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3015300,40.66823129823416,-73.98073049257751,0,0
203386,2015-09-04,347979,26,0,1,2.0,London planetree,1.0,None,1.0,Volunteer,"Stones,BranchLights",1,0,0,0,0,0,1,0,0,92-018 70 AVENUE,11375,Forest Hills,406,4,Queens,29,28,15,QN17,Forest Hills,4072900,40.71264110335946,-73.85213797272486,0,0
189537,2015-08-30,223141,18,0,1,2.0,London planetree,1.0,Helpful,0.0,Volunteer,None,0,0,0,0,0,0,0,0,0,53 PROSPECT PARK WEST,11215,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3016500,40.66903950319261,-73.97325312578212,0,0
196130,2015-09-02,206122,24,0,1,2.0,London planetree,0.0,None,1.0,TreesCount Staff,"Stones,WiresRope",1,0,0,1,0,0,0,0,0,2327 63 STREET,11204,Brooklyn,311,3,Brooklyn,44,48,17,BK29,Bensonhurst East,3043600,40.61324054313011,-73.97721789744,0,0
200676,2015-09-03,229928,32,0,1,2.0,London planetree,0.0,None,1.0,TreesCount Staff,Stones,1,0,0,0,0,0,0,0,0,1020 EAST 16 STREET,11230,Brooklyn,314,3,Brooklyn,44,48,17,BK43,Midwood,3053200,40.62480755663272,-73.96044297686721,0,0
206326,2015-09-06,301258,13,0,1,2.0,London planetree,0.0,None,1.0,Volunteer,None,0,0,0,0,0,0,0,0,0,22-058 77 STREET,11370,East Elmhurst,401,4,Queens,22,36,13,QN72,Steinway,4031700,40.76679522573525,-73.89249204770594,0,0
204118,2015-09-05,415444,11,0,1,2.0,London planetree,1.0,None,0.0,NYC Parks Staff,None,0,0,0,0,0,0,0,0,0,125 WEST CEDARVIEW AVENUE,10306,Staten Island,503,5,Staten Island,50,62,24,SI25,Oakwood-Oakwood Beach,5013800,40.56872513256854,-74.14007848548106,0,0
192653,2015-08-31,207574,22,0,1,2.0,London planetree,0.0,None,0.0,TreesCount Staff,None,0,0,0,0,0,0,0,0,0,2536 OCEAN PARKWAY,11223,Brooklyn,313,3,Brooklyn,47,46,23,BK26,Gravesend,3037401,40.58802013648723,-73.96632142166791,0,0
203592,2015-09-04,348060,38,0,1,2.0,London planetree,0.0,None,0.0,Volunteer,"Stones,BranchLights",1,0,0,0,0,0,1,0,0,90-013 69 AVENUE,11375,Forest Hills,406,4,Queens,29,28,15,QN17,Forest Hills,4070700,40.7133838901074,-73.85445969770379,0,0
